technology,genotype,tissue,sex,timepoint,rep,sample,depth1,depth2,sublibrary,sublibrary_sample,run_number,rna_experiment_accession,rna_library_accession,rna_file_accession,lower_nCount_RNA,upper_nCount_RNA,lower_nFeature_RNA,upper_doublet_scores,upper_percent.mt
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_18,1,G_18m_F_1,standard,12k,12B,12B_G_18m_F_1,1005,ENCSR927BSJ,ENCLB341KIR,ENCFF182OYU,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_18,1,G_18m_F_1,standard,12k,12C,12C_G_18m_F_1,1005,ENCSR927BSJ,ENCLB874IMM,ENCFF230GSR,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_18,1,G_18m_F_1,standard,12k,12D,12D_G_18m_F_1,1005,ENCSR927BSJ,ENCLB419GUG,ENCFF324WZH,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_18,1,G_18m_F_1,standard,12k,12F,12F_G_18m_F_1,1005,ENCSR927BSJ,ENCLB795NWB,ENCFF619JAB,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_18,1,G_18m_F_1,standard,15k,15A,15A_G_18m_F_1,1005,ENCSR279GBC,ENCLB982DVL,ENCFF805QSF,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_18,1,G_18m_F_1,standard,15k,15B,15B_G_18m_F_1,1005,ENCSR279GBC,ENCLB978NGM,ENCFF114JRM,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_18,2,G_18m_F_2,standard,12k,12A,12A_G_18m_F_2,1005,ENCSR927BSJ,ENCLB809GJH,ENCFF614XEW,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_18,2,G_18m_F_2,standard,12k,12B,12B_G_18m_F_2,1005,ENCSR927BSJ,ENCLB271PNW,ENCFF661PXX,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_18,2,G_18m_F_2,standard,12k,12C,12C_G_18m_F_2,1005,ENCSR927BSJ,ENCLB325KUC,ENCFF180NYJ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_18,2,G_18m_F_2,standard,12k,12D,12D_G_18m_F_2,1005,ENCSR927BSJ,ENCLB155AFY,ENCFF734LDF,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_18,2,G_18m_F_2,standard,12k,12F,12F_G_18m_F_2,1005,ENCSR927BSJ,ENCLB740EBL,ENCFF230LAG,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_18,2,G_18m_F_2,standard,15k,15A,15A_G_18m_F_2,1005,ENCSR279GBC,ENCLB595WEW,ENCFF159BTD,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_18,2,G_18m_F_2,standard,15k,15B,15B_G_18m_F_2,1005,ENCSR279GBC,ENCLB583LMV,ENCFF062EWT,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_18,1,G_18m_M_1,standard,12k,12A,12A_G_18m_M_1,1005,ENCSR019BZL,ENCLB799ZBW,ENCFF535MQJ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_18,1,G_18m_M_1,standard,12k,12B,12B_G_18m_M_1,1005,ENCSR019BZL,ENCLB085RML,ENCFF104AMK,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_18,1,G_18m_M_1,standard,12k,12C,12C_G_18m_M_1,1005,ENCSR019BZL,ENCLB527VWT,ENCFF149FLU,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_18,1,G_18m_M_1,standard,12k,12D,12D_G_18m_M_1,1005,ENCSR019BZL,ENCLB919SFH,ENCFF797EMG,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_18,1,G_18m_M_1,standard,12k,12F,12F_G_18m_M_1,1005,ENCSR019BZL,ENCLB389ETN,ENCFF215WEL,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_18,1,G_18m_M_1,standard,15k,15A,15A_G_18m_M_1,1005,ENCSR480RWU,ENCLB774LQA,ENCFF578WDG,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_18,1,G_18m_M_1,standard,15k,15B,15B_G_18m_M_1,1005,ENCSR480RWU,ENCLB516QGH,ENCFF671RAV,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_18,2,G_18m_M_2,standard,12k,12A,12A_G_18m_M_2,1005,ENCSR019BZL,ENCLB073YVD,ENCFF733SSV,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_18,2,G_18m_M_2,standard,12k,12B,12B_G_18m_M_2,1005,ENCSR019BZL,ENCLB239YET,ENCFF950AKX,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_18,2,G_18m_M_2,standard,12k,12C,12C_G_18m_M_2,1005,ENCSR019BZL,ENCLB568XXB,ENCFF988SVP,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_18,2,G_18m_M_2,standard,12k,12D,12D_G_18m_M_2,1005,ENCSR019BZL,ENCLB104TZJ,ENCFF903THT,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_18,2,G_18m_M_2,standard,12k,12F,12F_G_18m_M_2,1005,ENCSR019BZL,ENCLB090UTO,ENCFF646BCF,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_18,2,G_18m_M_2,standard,15k,15A,15A_G_18m_M_2,1005,ENCSR480RWU,ENCLB380IFB,ENCFF578OJY,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_18,2,G_18m_M_2,standard,15k,15B,15B_G_18m_M_2,1005,ENCSR480RWU,ENCLB924ZIJ,ENCFF475LQE,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_25,1,G_25_F_1,standard,12k,12A,12A_G_25_F_1,1005,ENCSR627XNK,ENCLB509TLV,ENCFF796ZLP,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_25,1,G_25_F_1,standard,12k,12B,12B_G_25_F_1,1005,ENCSR627XNK,ENCLB969DID,ENCFF797EQN,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_25,1,G_25_F_1,standard,12k,12C,12C_G_25_F_1,1005,ENCSR627XNK,ENCLB884EAH,ENCFF144SZM,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_25,1,G_25_F_1,standard,12k,12D,12D_G_25_F_1,1005,ENCSR627XNK,ENCLB736IFQ,ENCFF415ZVV,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_25,1,G_25_F_1,standard,12k,12F,12F_G_25_F_1,1005,ENCSR627XNK,ENCLB025OFW,ENCFF947NIL,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_25,1,G_25_F_1,standard,15k,15A,15A_G_25_F_1,1005,ENCSR399TQO,ENCLB746YOD,ENCFF285ISN,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_25,1,G_25_F_1,standard,15k,15B,15B_G_25_F_1,1005,ENCSR399TQO,ENCLB584FJZ,ENCFF638KDA,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_25,2,G_25_F_2,standard,12k,12A,12A_G_25_F_2,1005,ENCSR627XNK,ENCLB946GQA,ENCFF305AZQ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_25,2,G_25_F_2,standard,12k,12B,12B_G_25_F_2,1005,ENCSR627XNK,ENCLB421TAL,ENCFF718XYV,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_25,2,G_25_F_2,standard,12k,12C,12C_G_25_F_2,1005,ENCSR627XNK,ENCLB880UCX,ENCFF520ZXE,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_25,2,G_25_F_2,standard,12k,12D,12D_G_25_F_2,1005,ENCSR627XNK,ENCLB538FWY,ENCFF386TFI,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_25,2,G_25_F_2,standard,12k,12F,12F_G_25_F_2,1005,ENCSR627XNK,ENCLB860UJZ,ENCFF838PON,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_25,2,G_25_F_2,standard,15k,15A,15A_G_25_F_2,1005,ENCSR399TQO,ENCLB571GGJ,ENCFF150VIM,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_25,2,G_25_F_2,standard,15k,15B,15B_G_25_F_2,1005,ENCSR399TQO,ENCLB518JNT,ENCFF759TWM,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_25,1,G_25_M_1,standard,12k,12A,12A_G_25_M_1,1005,ENCSR823CLM,ENCLB849HOH,ENCFF450ERP,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_25,1,G_25_M_1,standard,12k,12B,12B_G_25_M_1,1005,ENCSR823CLM,ENCLB212TPW,ENCFF951NBW,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_25,1,G_25_M_1,standard,12k,12C,12C_G_25_M_1,1005,ENCSR823CLM,ENCLB931GBA,ENCFF395OUU,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_25,1,G_25_M_1,standard,12k,12D,12D_G_25_M_1,1005,ENCSR823CLM,ENCLB287NJF,ENCFF226OIS,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_25,1,G_25_M_1,standard,12k,12F,12F_G_25_M_1,1005,ENCSR823CLM,ENCLB495REF,ENCFF977MDH,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_25,1,G_25_M_1,standard,15k,15A,15A_G_25_M_1,1005,ENCSR577OFZ,ENCLB843GZE,ENCFF164OCD,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_25,1,G_25_M_1,standard,15k,15B,15B_G_25_M_1,1005,ENCSR577OFZ,ENCLB502VIK,ENCFF874EYV,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_25,2,G_25_M_2,standard,12k,12A,12A_G_25_M_2,1005,ENCSR823CLM,ENCLB841NQC,ENCFF254CGL,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_25,2,G_25_M_2,standard,12k,12B,12B_G_25_M_2,1005,ENCSR823CLM,ENCLB154NEL,ENCFF028MXA,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_25,2,G_25_M_2,standard,12k,12C,12C_G_25_M_2,1005,ENCSR823CLM,ENCLB560PJG,ENCFF219HZB,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_25,2,G_25_M_2,standard,12k,12D,12D_G_25_M_2,1005,ENCSR823CLM,ENCLB610DKC,ENCFF886EOP,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_25,2,G_25_M_2,standard,12k,12F,12F_G_25_M_2,1005,ENCSR823CLM,ENCLB459PAM,ENCFF127XIF,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_25,2,G_25_M_2,standard,15k,15A,15A_G_25_M_2,1005,ENCSR577OFZ,ENCLB270BOP,ENCFF346UGV,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_25,2,G_25_M_2,standard,15k,15B,15B_G_25_M_2,1005,ENCSR577OFZ,ENCLB569AOI,ENCFF566SZP,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_02,1,G_2m_F_1,standard,12k,12A,12A_G_2m_F_1,1005,ENCSR576UHY,ENCLB369CIJ,ENCFF376DKS,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_02,1,G_2m_F_1,standard,12k,12B,12B_G_2m_F_1,1005,ENCSR576UHY,ENCLB878CTA,ENCFF529ONA,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_02,1,G_2m_F_1,standard,12k,12C,12C_G_2m_F_1,1005,ENCSR576UHY,ENCLB588PHF,ENCFF899NSP,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_02,1,G_2m_F_1,standard,12k,12D,12D_G_2m_F_1,1005,ENCSR576UHY,ENCLB422BTQ,ENCFF706SDC,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_02,1,G_2m_F_1,standard,12k,12F,12F_G_2m_F_1,1005,ENCSR576UHY,ENCLB774WTZ,ENCFF981TWA,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_02,1,G_2m_F_1,standard,15k,15A,15A_G_2m_F_1,1005,ENCSR137UJM,ENCLB849DJX,ENCFF401JGU,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_02,1,G_2m_F_1,standard,15k,15B,15B_G_2m_F_1,1005,ENCSR137UJM,ENCLB253FUL,ENCFF187LPA,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_02,2,G_2m_F_2,standard,12k,12A,12A_G_2m_F_2,1005,ENCSR576UHY,ENCLB225LQC,ENCFF411IYO,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_02,2,G_2m_F_2,standard,12k,12B,12B_G_2m_F_2,1005,ENCSR576UHY,ENCLB605JDY,ENCFF378HAO,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_02,2,G_2m_F_2,standard,12k,12C,12C_G_2m_F_2,1005,ENCSR576UHY,ENCLB720UQD,ENCFF594HKT,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_02,2,G_2m_F_2,standard,12k,12D,12D_G_2m_F_2,1005,ENCSR576UHY,ENCLB177NKV,ENCFF960QUW,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_02,2,G_2m_F_2,standard,12k,12F,12F_G_2m_F_2,1005,ENCSR576UHY,ENCLB928GCB,ENCFF853KPG,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_02,2,G_2m_F_2,standard,15k,15A,15A_G_2m_F_2,1005,ENCSR137UJM,ENCLB630YPY,ENCFF709OFB,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PNM_02,2,G_2m_F_2,standard,15k,15B,15B_G_2m_F_2,1005,ENCSR137UJM,ENCLB718QRU,ENCFF397ZNS,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_02,1,G_2m_M_1,standard,12k,12A,12A_G_2m_M_1,1005,ENCSR047KXM,ENCLB030GSV,ENCFF558GPS,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_02,1,G_2m_M_1,standard,12k,12B,12B_G_2m_M_1,1005,ENCSR047KXM,ENCLB132IFV,ENCFF944NHI,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_02,1,G_2m_M_1,standard,12k,12C,12C_G_2m_M_1,1005,ENCSR047KXM,ENCLB086CAA,ENCFF911SED,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_02,1,G_2m_M_1,standard,12k,12D,12D_G_2m_M_1,1005,ENCSR047KXM,ENCLB708SED,ENCFF581CER,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_02,1,G_2m_M_1,standard,12k,12F,12F_G_2m_M_1,1005,ENCSR047KXM,ENCLB377YWJ,ENCFF914FCP,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_02,1,G_2m_M_1,standard,15k,15A,15A_G_2m_M_1,1005,ENCSR150KKS,ENCLB316WLU,ENCFF283EVP,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_02,1,G_2m_M_1,standard,15k,15B,15B_G_2m_M_1,1005,ENCSR150KKS,ENCLB163UUM,ENCFF339LAV,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_02,2,G_2m_M_2,standard,12k,12A,12A_G_2m_M_2,1005,ENCSR047KXM,ENCLB844JKS,ENCFF706LXA,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_02,2,G_2m_M_2,standard,12k,12B,12B_G_2m_M_2,1005,ENCSR047KXM,ENCLB618THJ,ENCFF532RJV,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_02,2,G_2m_M_2,standard,12k,12C,12C_G_2m_M_2,1005,ENCSR047KXM,ENCLB401IVX,ENCFF651NDN,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_02,2,G_2m_M_2,standard,12k,12D,12D_G_2m_M_2,1005,ENCSR047KXM,ENCLB370VUD,ENCFF859XGJ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_02,2,G_2m_M_2,standard,12k,12F,12F_G_2m_M_2,1005,ENCSR047KXM,ENCLB929GFJ,ENCFF825SOK,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_02,2,G_2m_M_2,standard,15k,15A,15A_G_2m_M_2,1005,ENCSR150KKS,ENCLB647DIU,ENCFF313QCN,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PNM_02,2,G_2m_M_2,standard,15k,15B,15B_G_2m_M_2,1005,ENCSR150KKS,ENCLB231VZQ,ENCFF735UKS,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_36,1,G_36_F_1,standard,12k,12A,12A_G_36_F_1,1005,ENCSR488XVC,ENCLB888AUS,ENCFF649WEF,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_36,1,G_36_F_1,standard,12k,12B,12B_G_36_F_1,1005,ENCSR488XVC,ENCLB285CQA,ENCFF606ESW,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_36,1,G_36_F_1,standard,12k,12C,12C_G_36_F_1,1005,ENCSR488XVC,ENCLB040GWA,ENCFF936IPY,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_36,1,G_36_F_1,standard,12k,12D,12D_G_36_F_1,1005,ENCSR488XVC,ENCLB826SJS,ENCFF491NHR,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_36,1,G_36_F_1,standard,12k,12F,12F_G_36_F_1,1005,ENCSR488XVC,ENCLB585XVX,ENCFF141VIR,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_36,1,G_36_F_1,standard,15k,15A,15A_G_36_F_1,1005,ENCSR966QJD,ENCLB702IUX,ENCFF005YVB,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_36,1,G_36_F_1,standard,15k,15B,15B_G_36_F_1,1005,ENCSR966QJD,ENCLB568YQY,ENCFF269YJD,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_36,2,G_36_F_2,standard,12k,12A,12A_G_36_F_2,1005,ENCSR488XVC,ENCLB415YUB,ENCFF522NLS,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_36,2,G_36_F_2,standard,12k,12B,12B_G_36_F_2,1005,ENCSR488XVC,ENCLB859WWU,ENCFF630SRY,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_36,2,G_36_F_2,standard,12k,12C,12C_G_36_F_2,1005,ENCSR488XVC,ENCLB654UZJ,ENCFF133WBD,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_36,2,G_36_F_2,standard,12k,12D,12D_G_36_F_2,1005,ENCSR488XVC,ENCLB099WXZ,ENCFF987AAT,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_36,2,G_36_F_2,standard,12k,12F,12F_G_36_F_2,1005,ENCSR488XVC,ENCLB795XOX,ENCFF731RBZ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_36,2,G_36_F_2,standard,15k,15A,15A_G_36_F_2,1005,ENCSR966QJD,ENCLB103KCU,ENCFF327FHP,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_36,2,G_36_F_2,standard,15k,15B,15B_G_36_F_2,1005,ENCSR966QJD,ENCLB007ICU,ENCFF141ARX,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_36,1,G_36_M_1,standard,12k,12A,12A_G_36_M_1,1005,ENCSR459ESG,ENCLB840RLX,ENCFF419TSX,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_36,1,G_36_M_1,standard,12k,12B,12B_G_36_M_1,1005,ENCSR459ESG,ENCLB673HWR,ENCFF300ELB,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_36,1,G_36_M_1,standard,12k,12C,12C_G_36_M_1,1005,ENCSR459ESG,ENCLB131WPM,ENCFF056HKI,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_36,1,G_36_M_1,standard,12k,12D,12D_G_36_M_1,1005,ENCSR459ESG,ENCLB233KEI,ENCFF251VWH,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_36,1,G_36_M_1,standard,12k,12F,12F_G_36_M_1,1005,ENCSR459ESG,ENCLB036CEI,ENCFF618IJN,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_36,1,G_36_M_1,standard,15k,15A,15A_G_36_M_1,1005,ENCSR580UNE,ENCLB356CVJ,ENCFF273YIE,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_36,1,G_36_M_1,standard,15k,15B,15B_G_36_M_1,1005,ENCSR580UNE,ENCLB897LKQ,ENCFF827JCZ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_36,2,G_36_M_2,standard,12k,12A,12A_G_36_M_2,1005,ENCSR459ESG,ENCLB126MVP,ENCFF128LIW,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_36,2,G_36_M_2,standard,12k,12B,12B_G_36_M_2,1005,ENCSR459ESG,ENCLB841YOW,ENCFF326EEX,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_36,2,G_36_M_2,standard,12k,12C,12C_G_36_M_2,1005,ENCSR459ESG,ENCLB927MCR,ENCFF679USD,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_36,2,G_36_M_2,standard,12k,12D,12D_G_36_M_2,1005,ENCSR459ESG,ENCLB825EFT,ENCFF256ZPC,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_36,2,G_36_M_2,standard,12k,12F,12F_G_36_M_2,1005,ENCSR459ESG,ENCLB228AAA,ENCFF468CWZ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_36,2,G_36_M_2,standard,15k,15A,15A_G_36_M_2,1005,ENCSR580UNE,ENCLB629IHZ,ENCFF993UVQ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_36,2,G_36_M_2,standard,15k,15B,15B_G_36_M_2,1005,ENCSR580UNE,ENCLB466TZK,ENCFF794XGM,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_04,1,G_4_F_1,standard,12k,12A,12A_G_4_F_1,1005,ENCSR627PLH,ENCLB378IQC,ENCFF182RGG,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_04,1,G_4_F_1,standard,12k,12B,12B_G_4_F_1,1005,ENCSR627PLH,ENCLB218CMH,ENCFF917ACG,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_04,1,G_4_F_1,standard,12k,12C,12C_G_4_F_1,1005,ENCSR627PLH,ENCLB032CWY,ENCFF894YGF,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_04,1,G_4_F_1,standard,12k,12D,12D_G_4_F_1,1005,ENCSR627PLH,ENCLB409JEJ,ENCFF457DAD,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_04,1,G_4_F_1,standard,12k,12F,12F_G_4_F_1,1005,ENCSR627PLH,ENCLB510DSL,ENCFF997BAZ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_04,1,G_4_F_1,standard,15k,15A,15A_G_4_F_1,1005,ENCSR696NAL,ENCLB264YTX,ENCFF781UCC,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_04,1,G_4_F_1,standard,15k,15B,15B_G_4_F_1,1005,ENCSR696NAL,ENCLB243LAD,ENCFF021GQY,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_04,2,G_4_F_2,standard,12k,12A,12A_G_4_F_2,1005,ENCSR627PLH,ENCLB602PVM,ENCFF497XXD,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_04,2,G_4_F_2,standard,12k,12B,12B_G_4_F_2,1005,ENCSR627PLH,ENCLB718CLF,ENCFF847WCG,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_04,2,G_4_F_2,standard,12k,12C,12C_G_4_F_2,1005,ENCSR627PLH,ENCLB573VOO,ENCFF121ZKR,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_04,2,G_4_F_2,standard,12k,12D,12D_G_4_F_2,1005,ENCSR627PLH,ENCLB399PQQ,ENCFF257BWT,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_04,2,G_4_F_2,standard,12k,12F,12F_G_4_F_2,1005,ENCSR627PLH,ENCLB913VRW,ENCFF849GXF,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_04,2,G_4_F_2,standard,15k,15A,15A_G_4_F_2,1005,ENCSR696NAL,ENCLB477DWP,ENCFF107QTR,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Female,PND_04,2,G_4_F_2,standard,15k,15B,15B_G_4_F_2,1005,ENCSR696NAL,ENCLB822CYM,ENCFF940DHS,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_04,1,G_4_M_1,standard,12k,12A,12A_G_4_M_1,1005,ENCSR930FUM,ENCLB859VMO,ENCFF357XEN,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_04,1,G_4_M_1,standard,12k,12B,12B_G_4_M_1,1005,ENCSR930FUM,ENCLB678VCV,ENCFF777JGV,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_04,1,G_4_M_1,standard,12k,12C,12C_G_4_M_1,1005,ENCSR930FUM,ENCLB273IOZ,ENCFF851CTI,500,30000,300,0.25,5
