"","gene_id","gene_name","gene_type"
"28999","ENSMUSG00000103226.1","Gm37732","processed_pseudogene"
"29000","ENSMUSG00000097281.2","Gm26685","lincRNA"
"29002","ENSMUSG00000103383.1","Gm37754","lincRNA"
"29003","ENSMUSG00000102897.1","Gm37853","lincRNA"
"29004","ENSMUSG00000102761.1","Gm37184","lincRNA"
"29005","ENSMUSG00000102163.1","Gm36945","lincRNA"
"29006","ENSMUSG00000026574.5","Dpt","protein_coding"
"29007","ENSMUSG00000103659.1","Gm32569","antisense"
"29008","ENSMUSG00000104117.5","Gm20743","processed_transcript"
"29010","ENSMUSG00000026573.7","Xcl1","protein_coding"
"29011","ENSMUSG00000101189.1","1700029M03Rik","lincRNA"
"29012","ENSMUSG00000080561.1","Gm26042","miRNA"
"29013","ENSMUSG00000102408.1","4930568G15Rik","lincRNA"
"29014","ENSMUSG00000026572.11","Tbx19","protein_coding"
"29015","ENSMUSG00000089967.1","Gm16550","processed_pseudogene"
"29016","ENSMUSG00000040848.11","Sft2d2","protein_coding"
"29017","ENSMUSG00000040843.10","Tiprl","protein_coding"
"29018","ENSMUSG00000102302.1","Gm38190","sense_intronic"
"29019","ENSMUSG00000040836.15","Gpr161","protein_coding"
"29020","ENSMUSG00000026571.12","Dcaf6","protein_coding"
"29023","ENSMUSG00000102401.1","Gm37864","sense_intronic"
"29024","ENSMUSG00000026568.6","Mpc2","protein_coding"
"29026","ENSMUSG00000026567.16","Adcy10","protein_coding"
"29027","ENSMUSG00000103059.1","Gm18186","processed_pseudogene"
"29028","ENSMUSG00000103583.1","Gm38325","antisense"
"29032","ENSMUSG00000026566.15","Mpzl1","protein_coding"
"29033","ENSMUSG00000103098.1","Gm37559","processed_pseudogene"
"29034","ENSMUSG00000104517.1","Gm18407","processed_pseudogene"
"29035","ENSMUSG00000040723.14","Rcsd1","protein_coding"
"29036","ENSMUSG00000105249.1","Gm44458","miRNA"
"29037","ENSMUSG00000103686.1","Gm37073","lincRNA"
"29038","ENSMUSG00000103242.1","Gm34767","processed_pseudogene"
"29039","ENSMUSG00000040713.12","Creg1","protein_coding"
"29040","ENSMUSG00000104306.1","Gm36972","lincRNA"
"29041","ENSMUSG00000089829.2","Gm16565","processed_transcript"
"29043","ENSMUSG00000005763.15","Cd247","protein_coding"
"29047","ENSMUSG00000102154.1","Gm37469","antisense"
"29048","ENSMUSG00000026565.18","Pou2f1","protein_coding"
"29049","ENSMUSG00000099008.1","Gm17976","processed_pseudogene"
"29050","ENSMUSG00000097196.2","Gm26665","lincRNA"
"29051","ENSMUSG00000102890.1","Gm7626","processed_pseudogene"
"29052","ENSMUSG00000102484.1","Gm37923","lincRNA"
"29053","ENSMUSG00000026564.9","Dusp27","protein_coding"
"29054","ENSMUSG00000000544.14","Gpa33","protein_coding"
"29055","ENSMUSG00000040629.8","Mael","protein_coding"
"29056","ENSMUSG00000040612.13","Ildr2","protein_coding"
"29057","ENSMUSG00000091393.1","5330438I03Rik","antisense"
"29058","ENSMUSG00000103400.2","Gm15853","antisense"
"29059","ENSMUSG00000026563.13","Tada1","protein_coding"
"29060","ENSMUSG00000040596.15","Pogk","protein_coding"
"29061","ENSMUSG00000084093.1","Gm16418","processed_pseudogene"
"29063","ENSMUSG00000086056.1","Gm4846","protein_coding"
"29064","ENSMUSG00000096172.1","Gm22992","miRNA"
"29065","ENSMUSG00000051081.7","Gm4847","protein_coding"
"29066","ENSMUSG00000026560.13","Fmo9","protein_coding"
"29067","ENSMUSG00000085841.1","Gm4954","processed_pseudogene"
"29068","ENSMUSG00000103073.1","Gm37904","processed_pseudogene"
"29069","ENSMUSG00000086925.1","Gm6286","processed_pseudogene"
"29070","ENSMUSG00000102548.1","Gm16701","lincRNA"
"29070.1","ENSMUSG00000102548.1","Gm16701","lincRNA"
"29072","ENSMUSG00000060568.14","Fam78b","protein_coding"
"29073","ENSMUSG00000102870.1","Gm17868","unprocessed_pseudogene"
"29074","ENSMUSG00000103333.1","Gm37994","processed_pseudogene"
"29075","ENSMUSG00000026558.13","Uck2","protein_coding"
"29076","ENSMUSG00000103139.1","Gm37982","antisense"
"29077","ENSMUSG00000102909.1","Gm2453","lincRNA"
"29078","ENSMUSG00000098379.1","Mir6347","miRNA"
"29079","ENSMUSG00000102337.1","Gm37232","processed_pseudogene"
"29080","ENSMUSG00000052428.10","Tmco1","protein_coding"
"29081","ENSMUSG00000088246.1","Gm25911","miRNA"
"29083","ENSMUSG00000026687.14","Aldh9a1","protein_coding"
"29084","ENSMUSG00000026688.5","Mgst3","protein_coding"
"29085","ENSMUSG00000040485.5","Lrrc52","protein_coding"
"29086","ENSMUSG00000015843.10","Rxrg","protein_coding"
"29087","ENSMUSG00000026686.14","Lmx1a","protein_coding"
"29088","ENSMUSG00000093538.2","Gm20711","antisense"
"29089","ENSMUSG00000052534.15","Pbx1","protein_coding"
"29092","ENSMUSG00000098407.1","Mir6348","miRNA"
"29094","ENSMUSG00000098829.1","Mir6354","miRNA"
"29095","ENSMUSG00000103530.1","Gm37839","lincRNA"
"29096","ENSMUSG00000058622.1","Gm5265","processed_pseudogene"
"29097","ENSMUSG00000026683.14","Nuf2","protein_coding"
"29098","ENSMUSG00000103526.1","Gm18900","processed_pseudogene"
"29099","ENSMUSG00000103267.1","Gm36980","processed_pseudogene"
"29100","ENSMUSG00000026678.10","Rgs5","protein_coding"
"29101","ENSMUSG00000038530.11","Rgs4","protein_coding"
"29103","ENSMUSG00000103110.1","Gm37586","unprocessed_pseudogene"
"29104","ENSMUSG00000070532.5","Ccdc190","protein_coding"
"29105","ENSMUSG00000089990.1","Gm15852","processed_transcript"
"29106","ENSMUSG00000026675.12","Hsd17b7","protein_coding"
"29107","ENSMUSG00000097503.2","3110045C21Rik","antisense"
"29108","ENSMUSG00000026674.9","Ddr2","protein_coding"
"29109","ENSMUSG00000026670.15","Uap1","protein_coding"
"29110","ENSMUSG00000104266.1","Gm37748","lincRNA"
"29111","ENSMUSG00000103908.1","Gm37502","lincRNA"
"29112","ENSMUSG00000026667.14","Uhmk1","protein_coding"
"29113","ENSMUSG00000044306.4","4930500M09Rik","antisense"
"29114","ENSMUSG00000073494.5","Sh2d1b2","protein_coding"
"29115","ENSMUSG00000096964.1","Gm6345","transcribed_unprocessed_pseudogene"
"29116","ENSMUSG00000102418.1","Sh2d1b1","protein_coding"
"29117","ENSMUSG00000102752.1","Gm7694","protein_coding"
"29118","ENSMUSG00000038473.14","Nos1ap","protein_coding"
"29119","ENSMUSG00000042800.5","Spata46","protein_coding"
"29120","ENSMUSG00000102193.1","Gm7299","processed_pseudogene"
"29121","ENSMUSG00000038463.8","Olfml2b","protein_coding"
"29122","ENSMUSG00000026663.6","Atf6","protein_coding"
"29125","ENSMUSG00000053925.4","Gm9929","processed_transcript"
"29126","ENSMUSG00000026659.13","Dusp12","protein_coding"
"29127","ENSMUSG00000096968.1","Gm26620","protein_coding"
"29128","ENSMUSG00000070524.1","Fcrlb","protein_coding"
"29129","ENSMUSG00000038421.13","Fcrla","protein_coding"
"29130","ENSMUSG00000089838.1","Gm2962","processed_pseudogene"
"29131","ENSMUSG00000104386.1","Gm37030","processed_pseudogene"
"29132","ENSMUSG00000026656.15","Fcgr2b","protein_coding"
"29133","ENSMUSG00000103676.1","Gm38204","antisense"
"29134","ENSMUSG00000104340.1","Gm10522","lincRNA"
"29135","ENSMUSG00000059089.4","Fcgr4","protein_coding"
"29137","ENSMUSG00000059498.13","Fcgr3","protein_coding"
"29138","ENSMUSG00000099119.1","Mir6546","miRNA"
"29139","ENSMUSG00000098356.1","Gm27552","miRNA"
"29140","ENSMUSG00000098965.1","Gm27844","miRNA"
"29141","ENSMUSG00000026649.14","Cfap126","protein_coding"
"29142","ENSMUSG00000058076.12","Sdhc","protein_coding"
"29143","ENSMUSG00000056569.10","Mpz","protein_coding"
"29144","ENSMUSG00000038370.6","Pcp4l1","protein_coding"
"29145","ENSMUSG00000005677.14","Nr1i3","protein_coding"
"29146","ENSMUSG00000005674.9","Tomm40l","protein_coding"
"29147","ENSMUSG00000005681.12","Apoa2","protein_coding"
"29148","ENSMUSG00000058715.11","Fcer1g","protein_coding"
"29149","ENSMUSG00000013593.12","Ndufs2","protein_coding"
"29150","ENSMUSG00000006403.13","Adamts4","protein_coding"
"29151","ENSMUSG00000052423.14","B4galt3","protein_coding"
"29152","ENSMUSG00000062729.11","Ppox","protein_coding"
"29153","ENSMUSG00000053483.13","Usp21","protein_coding"
"29154","ENSMUSG00000062963.10","Ufc1","protein_coding"
"29155","ENSMUSG00000079137.3","Rpl27-ps1","processed_pseudogene"
"29157","ENSMUSG00000103983.1","Gm20045","lincRNA"
"29158","ENSMUSG00000013973.12","Dedd","protein_coding"
"29159","ENSMUSG00000013997.10","Nit1","protein_coding"
"29160","ENSMUSG00000006412.10","Pfdn2","protein_coding"
"29162","ENSMUSG00000045259.4","Klhdc9","protein_coding"
"29163","ENSMUSG00000103727.1","Gm37097","processed_pseudogene"
"29164","ENSMUSG00000006411.12","Nectin4","protein_coding"
"29165","ENSMUSG00000048865.16","Arhgap30","protein_coding"
"29166","ENSMUSG00000026641.13","Usf1","protein_coding"
"29167","ENSMUSG00000103711.1","Tstd1","protein_coding"
"29168","ENSMUSG00000097045.1","Gm26641","lincRNA"
"29169","ENSMUSG00000038235.4","F11r","protein_coding"
"29170","ENSMUSG00000091993.2","B930036N10Rik","antisense"
"29172","ENSMUSG00000060244.1","Alyref2","protein_coding"
"29173","ENSMUSG00000038218.3","Gm9765","unprocessed_pseudogene"
"29174","ENSMUSG00000038209.12","Itln1","protein_coding"
"29175","ENSMUSG00000103980.1","Gm37450","processed_pseudogene"
"29176","ENSMUSG00000004709.14","Cd244a","protein_coding"
"29177","ENSMUSG00000004707.14","Ly9","protein_coding"
"29178","ENSMUSG00000038179.13","Slamf7","protein_coding"
"29179","ENSMUSG00000103219.1","Gm37787","antisense"
"29180","ENSMUSG00000098316.1","Mir7683","miRNA"
"29181","ENSMUSG00000103083.1","A630035G10Rik","processed_transcript"
"29182","ENSMUSG00000103137.1","Gm37981","processed_pseudogene"
"29183","ENSMUSG00000015355.13","Cd48","protein_coding"
"29185","ENSMUSG00000059058.7","Tma7-ps","processed_pseudogene"
"29186","ENSMUSG00000104224.1","Gm37693","processed_pseudogene"
"29187","ENSMUSG00000104440.1","Gm19030","processed_pseudogene"
"29190","ENSMUSG00000015316.11","Slamf1","protein_coding"
"29191","ENSMUSG00000038147.13","Cd84","protein_coding"
"29192","ENSMUSG00000073492.2","Gm10521","protein_coding"
"29193","ENSMUSG00000104413.1","Gm37065","antisense"
"29194","ENSMUSG00000015314.10","Slamf6","protein_coding"
"29195","ENSMUSG00000026556.15","Vangl2","protein_coding"
"29196","ENSMUSG00000051251.3","Nhlh1","protein_coding"
"29197","ENSMUSG00000003458.12","Ncstn","protein_coding"
"29198","ENSMUSG00000026553.17","Copa","protein_coding"
"29199","ENSMUSG00000102779.1","Gm38164","processed_pseudogene"
"29200","ENSMUSG00000103380.1","Gm37756","antisense"
"29201","ENSMUSG00000003464.13","Pex19","protein_coding"
"29202","ENSMUSG00000089803.3","Gm10171","processed_pseudogene"
"29203","ENSMUSG00000026554.15","Dcaf8","protein_coding"
"29204","ENSMUSG00000013698.12","Pea15a","protein_coding"
"29205","ENSMUSG00000007122.11","Casq1","protein_coding"
"29206","ENSMUSG00000092085.1","Gm17224","antisense"
"29207","ENSMUSG00000007107.6","Atp1a4","protein_coding"
"29208","ENSMUSG00000103617.1","Gm37950","antisense"
"29209","ENSMUSG00000038034.15","Igsf8","protein_coding"
"29210","ENSMUSG00000007097.14","Atp1a2","protein_coding"
"29211","ENSMUSG00000038026.12","Kcnj9","protein_coding"
"29212","ENSMUSG00000102413.1","Gm36937","antisense"
"29213","ENSMUSG00000044708.5","Kcnj10","protein_coding"
"29214","ENSMUSG00000050229.3","Pigm","protein_coding"
"29216","ENSMUSG00000103357.1","Gm7804","transcribed_processed_pseudogene"
"29217","ENSMUSG00000026548.4","Slamf9","protein_coding"
"29218","ENSMUSG00000037995.15","Igsf9","protein_coding"
"29219","ENSMUSG00000026547.15","Tagln2","protein_coding"
"29221","ENSMUSG00000026546.16","Cfap45","protein_coding"
"29222","ENSMUSG00000085184.9","4933439K11Rik","processed_transcript"
"29223","ENSMUSG00000049598.9","Vsig8","protein_coding"
"29224","ENSMUSG00000053318.7","Slamf8","protein_coding"
"29225","ENSMUSG00000070504.9","Fcrl6","protein_coding"
"29226","ENSMUSG00000026544.6","Dusp23","protein_coding"
"29227","ENSMUSG00000060128.5","Gm2710","processed_pseudogene"
"29229","ENSMUSG00000037942.5","Crp","protein_coding"
"29230","ENSMUSG00000102430.1","Gm38051","processed_pseudogene"
"29233","ENSMUSG00000026542.6","Apcs","protein_coding"
"29235","ENSMUSG00000037924.6","Olfr16","protein_coding"
"29236","ENSMUSG00000106730.1","Gm42472","unprocessed_pseudogene"
"29237","ENSMUSG00000107139.1","Gm42475","unprocessed_pseudogene"
"29238","ENSMUSG00000103338.1","Olfr1409-ps1","unprocessed_pseudogene"
"29239","ENSMUSG00000062527.6","Olfr1408","protein_coding"
"29240","ENSMUSG00000066680.4","Olfr1407-ps1","unprocessed_pseudogene"
"29241","ENSMUSG00000058981.4","Olfr1406","protein_coding"
"29242","ENSMUSG00000046643.2","Olfr218","protein_coding"
"29243","ENSMUSG00000049456.3","Olfr1404","protein_coding"
"29244","ENSMUSG00000005339.10","Fcer1a","protein_coding"
"29245","ENSMUSG00000049605.3","Olfr418","protein_coding"
"29246","ENSMUSG00000079180.4","Mptx2","protein_coding"
"29247","ENSMUSG00000037872.5","Ackr1","protein_coding"
"29248","ENSMUSG00000005338.13","Cadm3","protein_coding"
"29249","ENSMUSG00000037860.15","Aim2","protein_coding"
"29250","ENSMUSG00000037849.8","Ifi206","protein_coding"
"29251","ENSMUSG00000070501.14","Ifi214","protein_coding"
"29252","ENSMUSG00000104989.1","Gm44481","miRNA"
"29253","ENSMUSG00000073491.11","Ifi213","protein_coding"
"29254","ENSMUSG00000043263.13","Ifi209","protein_coding"
"29255","ENSMUSG00000106299.1","Gm44339","miRNA"
"29256","ENSMUSG00000066677.12","Ifi208","protein_coding"
"29257","ENSMUSG00000103105.5","Gm18752","transcribed_unprocessed_pseudogene"
"29258","ENSMUSG00000103051.1","Gm7871","unprocessed_pseudogene"
"29259","ENSMUSG00000073490.11","Ifi207","protein_coding"
"29260","ENSMUSG00000073489.6","Ifi204","protein_coding"
"29261","ENSMUSG00000090222.2","Ifi203-ps","unprocessed_pseudogene"
"29262","ENSMUSG00000102187.1","Gm7897","unprocessed_pseudogene"
"29263","ENSMUSG00000090272.8","Mndal","protein_coding"
"29264","ENSMUSG00000102433.1","Gm38050","unprocessed_pseudogene"
"29265","ENSMUSG00000026536.9","Ifi211","protein_coding"
"29266","ENSMUSG00000039997.16","Ifi203","protein_coding"
"29267","ENSMUSG00000026535.9","Ifi202b","protein_coding"
"29268","ENSMUSG00000103588.1","Gm18445","unprocessed_pseudogene"
"29269","ENSMUSG00000054203.7","Ifi205","protein_coding"
"29270","ENSMUSG00000045381.6","Olfr433","protein_coding"
"29271","ENSMUSG00000047048.4","Olfr432","protein_coding"
"29272","ENSMUSG00000102603.2","Olfr431-ps1","unprocessed_pseudogene"
"29273","ENSMUSG00000050134.7","Olfr430","protein_coding"
"29274","ENSMUSG00000049528.7","Olfr429","protein_coding"
"29275","ENSMUSG00000106975.1","Olfr428-ps1","unprocessed_pseudogene"
"29276","ENSMUSG00000059371.4","Olfr427","protein_coding"
"29277","ENSMUSG00000103863.2","Gm37417","unprocessed_pseudogene"
"29278","ENSMUSG00000046486.4","Olfr231","protein_coding"
"29279","ENSMUSG00000051528.4","Olfr424","protein_coding"
"29280","ENSMUSG00000102371.4","Olfr258-ps1","transcribed_unprocessed_pseudogene"
"29281","ENSMUSG00000091950.3","Olfr421-ps1","polymorphic_pseudogene"
"29282","ENSMUSG00000055033.4","Olfr420","protein_coding"
"29283","ENSMUSG00000107114.1","Gm43440","unprocessed_pseudogene"
"29284","ENSMUSG00000026532.7","Spta1","protein_coding"
"29285","ENSMUSG00000050788.5","Olfr419","protein_coding"
"29286","ENSMUSG00000026531.4","Mptx1","protein_coding"
"29287","ENSMUSG00000066672.2","Olfr417","protein_coding"
"29288","ENSMUSG00000102920.1","Olfr416-ps1","unprocessed_pseudogene"
"29289","ENSMUSG00000059503.2","Olfr248","protein_coding"
"29290","ENSMUSG00000051509.6","Olfr414","protein_coding"
"29291","ENSMUSG00000066671.4","Olfr220","protein_coding"
"29292","ENSMUSG00000028354.13","Fmn2","protein_coding"
"29293","ENSMUSG00000050069.3","Grem2","protein_coding"
"29294","ENSMUSG00000026527.13","Rgs7","protein_coding"
"29296","ENSMUSG00000103079.1","Gm36307","lincRNA"
"29297","ENSMUSG00000026526.14","Fh1","protein_coding"
"29298","ENSMUSG00000039783.15","Kmo","protein_coding"
"29299","ENSMUSG00000026525.9","Opn3","protein_coding"
"29300","ENSMUSG00000078185.3","Chml","protein_coding"
"29301","ENSMUSG00000026523.14","Wdr64","protein_coding"
"29303","ENSMUSG00000039748.11","Exo1","protein_coding"
"29305","ENSMUSG00000104158.2","Gm38100","protein_coding"
"29307","ENSMUSG00000055214.15","Pld5","protein_coding"
"29308","ENSMUSG00000078184.1","Rbm8a2","protein_coding"
"29311","ENSMUSG00000104157.1","Gm38101","lincRNA"
"29312","ENSMUSG00000102446.1","Gm17965","processed_pseudogene"
"29314","ENSMUSG00000104021.1","Gm36536","lincRNA"
"29315","ENSMUSG00000103471.1","Gm17966","processed_pseudogene"
"29317","ENSMUSG00000057335.11","Cep170","protein_coding"
"29320","ENSMUSG00000103435.1","Gm36992","antisense"
"29321","ENSMUSG00000065573.1","Mir350","miRNA"
"29323","ENSMUSG00000026504.17","Sdccag8","protein_coding"
"29324","ENSMUSG00000103367.1","Gm38158","processed_pseudogene"
"29325","ENSMUSG00000103584.1","Gm38053","unprocessed_pseudogene"
"29326","ENSMUSG00000093132.1","Gm25993","miRNA"
"29327","ENSMUSG00000102475.1","Gm37246","processed_pseudogene"
"29329","ENSMUSG00000087082.1","Gm15423","antisense"
"29331","ENSMUSG00000019699.16","Akt3","protein_coding"
"29338","ENSMUSG00000103633.1","Gm38328","processed_pseudogene"
"29339","ENSMUSG00000097892.2","Gm26801","antisense"
"29340","ENSMUSG00000063659.11","Zbtb18","protein_coding"
"29341","ENSMUSG00000102432.1","Gm29856","processed_transcript"
"29342","ENSMUSG00000103043.1","Gm37306","lincRNA"
"29343","ENSMUSG00000102885.1","Gm37280","lincRNA"
"29345","ENSMUSG00000101746.1","2310043L19Rik","lincRNA"
"29346","ENSMUSG00000015962.5","1700016C15Rik","protein_coding"
"29347","ENSMUSG00000015961.8","Adss","protein_coding"
"29348","ENSMUSG00000089657.1","Gm16585","processed_pseudogene"
"29349","ENSMUSG00000102483.1","Catspere1","unprocessed_pseudogene"
"29350","ENSMUSG00000091476.6","Catspere2","protein_coding"
"29351","ENSMUSG00000104097.1","Gm37313","unprocessed_pseudogene"
"29353","ENSMUSG00000102493.1","Gm8010","unprocessed_pseudogene"
"29354","ENSMUSG00000026502.13","Desi2","protein_coding"
"29355","ENSMUSG00000103958.1","Gm8023","processed_pseudogene"
"29356","ENSMUSG00000070489.5","4930527J03Rik","processed_transcript"
"29357","ENSMUSG00000104126.1","Gm37486","processed_pseudogene"
"29358","ENSMUSG00000086350.1","B230369F24Rik","antisense"
"29359","ENSMUSG00000026500.6","Cox20","protein_coding"
"29360","ENSMUSG00000039630.10","Hnrnpu","protein_coding"
"29362","ENSMUSG00000099303.1","Gm27458","miRNA"
"29364","ENSMUSG00000026495.8","Efcab2","protein_coding"
"29365","ENSMUSG00000026494.12","Kif26b","protein_coding"
"29367","ENSMUSG00000102922.1","Gm34176","processed_pseudogene"
"29368","ENSMUSG00000089713.1","Gm16564","antisense"
"29369","ENSMUSG00000055067.15","Smyd3","protein_coding"
"29370","ENSMUSG00000096474.2","Gm5561","processed_pseudogene"
"29371","ENSMUSG00000026492.11","Tfb2m","protein_coding"
"29372","ENSMUSG00000082395.1","Gm15480","processed_pseudogene"
"29373","ENSMUSG00000038949.8","Cnst","protein_coding"
"29374","ENSMUSG00000038936.13","Sccpdh","protein_coding"
"29375","ENSMUSG00000087236.3","Kif28","protein_coding"
"29376","ENSMUSG00000026491.13","Ahctf1","protein_coding"
"29377","ENSMUSG00000073486.2","Gm10518","protein_coding"
"29378","ENSMUSG00000104418.1","Gm37070","processed_pseudogene"
"29379","ENSMUSG00000026490.18","Cdc42bpa","protein_coding"
"29382","ENSMUSG00000026489.13","Coq8a","protein_coding"
"29383","ENSMUSG00000104520.1","Gm37336","lincRNA"
"29384","ENSMUSG00000010609.15","Psen2","protein_coding"
"29385","ENSMUSG00000102923.1","Gm31728","antisense"
"29386","ENSMUSG00000055676.4","Gm5069","transcribed_processed_pseudogene"
"29387","ENSMUSG00000038855.10","Itpkb","protein_coding"
"29391","ENSMUSG00000053963.7","Stum","protein_coding"
"29393","ENSMUSG00000102608.1","Gm37267","lincRNA"
"29394","ENSMUSG00000026496.11","Parp1","protein_coding"
"29395","ENSMUSG00000098926.1","Mir6904","miRNA"
"29396","ENSMUSG00000058729.13","Lin9","protein_coding"
"29397","ENSMUSG00000026497.7","Mixl1","protein_coding"
"29398","ENSMUSG00000104202.1","Gm8101","processed_pseudogene"
"29399","ENSMUSG00000026499.5","Acbd3","protein_coding"
